"sex","nuts","year","unempl_pct"
"T","FRG0",2011,8.5
"T","FRH0",2011,7.1
"T","FRI1",2011,9
"T","FRI2",2011,7.5
"T","FRI3",2011,8.1
"T","FRJ1",2011,11.9
"T","FRJ2",2011,8.1
"T","FRK1",2011,8.4
"T","FRK2",2011,7.7
"T","FRL0",2011,9.7
"T","FRM0",2011,NA
"T","FRY1",2011,22.6
"T","FRY2",2011,20.8
"T","FRY3",2011,21
"T","FRY4",2011,29.6
"T","FRY5",2011,NA
"T","HR03",2011,13.3
"T","HR04",2011,13.9
"T","HU10",2011,9
"T","HU11",2011,NA
"T","HU12",2011,NA
"T","HU21",2011,9.5
"T","HU22",2011,7.3
"T","HU23",2011,12.9
"T","HU31",2011,16.4
"T","HU32",2011,14.6
"T","HU33",2011,10.5
"T","IE01",2011,16.1
"T","IE02",2011,15.1
"T","IE04",2011,NA
"T","IE05",2011,NA
"T","IE06",2011,NA
"T","IS00",2011,7
"T","ITC1",2011,7.6
"T","ITC2",2011,5.3
"T","ITC3",2011,6.4
"T","ITC4",2011,5.7
"T","ITF1",2011,8.6
"T","ITF2",2011,9.9
"T","ITF3",2011,15.4
"T","ITF4",2011,13.2
"T","ITF5",2011,11.9
"T","ITF6",2011,12.7
"T","ITG1",2011,14.3
"T","ITG2",2011,13.5
"T","ITH1",2011,3.3
"T","ITH2",2011,4.4
"T","ITH3",2011,4.9
"T","ITH4",2011,5.2
"T","ITH5",2011,5.2
"T","ITI1",2011,6.3
"T","ITI2",2011,6.4
"T","ITI3",2011,6.8
"T","ITI4",2011,8.7
"T","LT00",2011,15.4
"T","LT01",2011,NA
"T","LT02",2011,NA
"T","LU00",2011,4.9
"T","LV00",2011,16.2
"T","ME00",2011,19.7
"T","MK00",2011,31.4
"T","MT00",2011,6.4
"T","NL11",2011,6.8
"T","NL12",2011,5.1
"T","NL13",2011,5.3
"T","NL21",2011,4.9
"T","NL22",2011,4.7
"T","NL23",2011,5.4
"T","NL31",2011,4.2
"T","NL32",2011,5
"T","NL33",2011,5.6
"T","NL34",2011,3.2
"T","NL41",2011,4.6
"T","NL42",2011,4.8
"T","NO01",2011,3.4
"T","NO02",2011,2.9
"T","NO03",2011,3.6
"T","NO04",2011,2.2
"T","NO05",2011,3.1
"T","NO06",2011,3.5
"T","NO07",2011,3.5
"T","PL21",2011,9.3
"T","PL22",2011,9.2
"T","PL41",2011,8.6
"T","PL42",2011,11.8
"T","PL43",2011,9.4
"T","PL51",2011,10.6
"T","PL52",2011,9.3
"T","PL61",2011,11
"T","PL62",2011,9.6
"T","PL63",2011,8.5
"T","PL71",2011,9.3
"T","PL72",2011,12.9
"T","PL81",2011,10.3
"T","PL82",2011,12.4
"T","PL84",2011,9.3
"T","PL91",2011,NA
"T","PL92",2011,NA
"T","PT11",2011,13
"T","PT15",2011,15.4
"T","PT16",2011,10
"T","PT17",2011,14.1
"T","PT18",2011,12.4
"T","PT20",2011,11.3
"T","PT30",2011,13.5
"T","RO11",2011,5.1
"T","RO12",2011,10.8
"T","RO21",2011,4.7
"T","RO22",2011,9.6
"T","RO31",2011,10
"T","RO32",2011,5.6
"T","RO41",2011,6.6
"T","RO42",2011,5.7
"T","RS11",2011,NA
"T","RS12",2011,NA
"T","RS21",2011,NA
"T","RS22",2011,NA
"T","SE11",2011,6.6
"T","SE12",2011,8.4
"T","SE21",2011,7.1
"T","SE22",2011,9.2
"T","SE23",2011,7.4
"T","SE31",2011,8.8
"T","SE32",2011,8.8
"T","SE33",2011,8
"T","SI01",2011,NA
"T","SI02",2011,NA
"T","SI03",2011,9.2
"T","SI04",2011,7
"T","SK01",2011,5.8
"T","SK02",2011,10.7
"T","SK03",2011,15.9
"T","SK04",2011,18.7
"T","TR10",2011,11.1
"T","TR21",2011,8.1
"T","TR22",2011,4.3
"T","TR31",2011,13.7
"T","TR32",2011,7.5
"T","TR33",2011,4.5
"T","TR41",2011,6.7
"T","TR42",2011,10.6
"T","TR51",2011,8.5
"T","TR52",2011,5.5
"T","TR61",2011,8.7
"T","TR62",2011,9.3
"T","TR63",2011,10.5
"T","TR71",2011,7
"T","TR72",2011,9.8
"T","TR81",2011,6.9
"T","TR82",2011,5.3
"T","TR83",2011,4.7
"T","TR90",2011,5.3
"T","TRA1",2011,5.6
"T","TRA2",2011,9.1
"T","TRB1",2011,7.8
"T","TRB2",2011,11
"T","TRC1",2011,13.2
"T","TRC2",2011,6.8
"T","TRC3",2011,10.3
"T","UKC1",2011,11.8
"T","UKC2",2011,9.8
"T","UKD1",2011,7
"T","UKD3",2011,9.7
"T","UKD4",2011,6.8
"T","UKD6",2011,5.7
"T","UKD7",2011,10
"T","UKE1",2011,8.9
"T","UKE2",2011,6.5
"T","UKE3",2011,10.6
"T","UKE4",2011,9.7
"T","UKF1",2011,8.8
"T","UKF2",2011,7.5
"T","UKF3",2011,6.5
"T","UKG1",2011,6.1
"T","UKG2",2011,7.9
"T","UKG3",2011,11.3
"T","UKH1",2011,6.3
"T","UKH2",2011,6.7
"T","UKH3",2011,6.8
"T","UKI1",2011,NA
"T","UKI2",2011,NA
"T","UKI3",2011,7.7
"T","UKI4",2011,12
"T","UKI5",2011,11.1
"T","UKI6",2011,8.2
"T","UKI7",2011,8.5
"T","UKJ1",2011,5.2
"T","UKJ2",2011,5.3
"T","UKJ3",2011,6
"T","UKJ4",2011,8.2
"T","UKK1",2011,6.5
"T","UKK2",2011,6
"T","UKK3",2011,6.2
"T","UKK4",2011,6.5
"T","UKL1",2011,9.9
"T","UKL2",2011,6.5
"T","UKM2",2011,7.4
"T","UKM3",2011,9.6
"T","UKM5",2011,4.6
"T","UKM6",2011,6.9
"T","UKM7",2011,NA
"T","UKM8",2011,NA
"T","UKM9",2011,NA
"T","UKN0",2011,7.2
"F","AT11",2012,5
"F","AT12",2012,4.6
"F","AT13",2012,7.8
"F","AT21",2012,5.1
"F","AT22",2012,4.3
"F","AT31",2012,3.3
"F","AT32",2012,2.9
"F","AT33",2012,3.1
"F","AT34",2012,4.6
"F","BE10",2012,16.7
"F","BE21",2012,4.8
"F","BE22",2012,5.3
"F","BE23",2012,4.5
"F","BE24",2012,4.2
"F","BE25",2012,3.8
"F","BE31",2012,7.8
"F","BE32",2012,12.4
"F","BE33",2012,9.6
"F","BE34",2012,7.4
"F","BE35",2012,7.6
"F","BG31",2012,11.1
"F","BG32",2012,11.5
"F","BG33",2012,17.2
"F","BG34",2012,11.2
"F","BG41",2012,7.4
"F","BG42",2012,11.7
"F","CH01",2012,6.9
"F","CH02",2012,4.4
"F","CH03",2012,4.2
"F","CH04",2012,4.3
"F","CH05",2012,3.7
"F","CH06",2012,3.2
"F","CH07",2012,8.2
"F","CY00",2012,11.1
"F","CZ01",2012,3.4
"F","CZ02",2012,5.7
"F","CZ03",2012,6.6
"F","CZ04",2012,12.9
"F","CZ05",2012,9.2
"F","CZ06",2012,8.9
"F","CZ07",2012,9
"F","CZ08",2012,10.8
"F","DE11",2012,3.7
"F","DE12",2012,3.8
"F","DE13",2012,2.7
"F","DE14",2012,3
"F","DE21",2012,2.8
"F","DE22",2012,3.3
"F","DE23",2012,3.4
"F","DE24",2012,2.8
"F","DE25",2012,3.8
"F","DE26",2012,4.1
"F","DE27",2012,3.7
"F","DE30",2012,9.2
"F","DE40",2012,8
"F","DE50",2012,5.6
"F","DE60",2012,4.8
"F","DE71",2012,4.5
"F","DE72",2012,5.3
"F","DE73",2012,3.7
"F","DE80",2012,10.2
"F","DE91",2012,4.8
"F","DE92",2012,5.1
"F","DE93",2012,4.6
"F","DE94",2012,3.9
"F","DEA1",2012,5.7
"F","DEA2",2012,4.7
"F","DEA3",2012,4.4
"F","DEA4",2012,4.6
"F","DEA5",2012,6.1
"F","DEB1",2012,3.9
"F","DEB2",2012,NA
"F","DEB3",2012,4.6
"F","DEC0",2012,6.3
"F","DED2",2012,7.5
"F","DED4",2012,8.2
"F","DED5",2012,8.9
"F","DEE0",2012,9.7
"F","DEF0",2012,4.4
"F","DEG0",2012,7.7
"F","DK01",2012,8.4
"F","DK02",2012,5.9
"F","DK03",2012,8
"F","DK04",2012,6.7
"F","DK05",2012,7.9
"F","EE00",2012,9.1
"F","EL30",2012,27.4
"F","EL41",2012,28.5
"F","EL42",2012,20.6
"F","EL43",2012,27.1
"F","EL51",2012,25.1
"F","EL52",2012,30.3
"F","EL53",2012,36.4
"F","EL54",2012,26.8
"F","EL61",2012,30.5
"F","EL62",2012,19.9
"F","EL63",2012,30.4
"F","EL64",2012,36
"F","EL65",2012,24.7
"F","ES11",2012,20.2
"F","ES12",2012,21.8
"F","ES13",2012,17.4
"F","ES21",2012,15.7
"F","ES22",2012,15.5
"F","ES23",2012,22.5
"F","ES24",2012,19.8
"F","ES30",2012,17.9
"F","ES41",2012,22.1
"F","ES42",2012,32.3
"F","ES43",2012,36
"F","ES51",2012,21.7
"F","ES52",2012,27
"F","ES53",2012,24.1
"F","ES61",2012,35.5
"F","ES62",2012,27.4
"F","ES63",2012,48
"F","ES64",2012,33.4
"F","ES70",2012,33.3
"F","FI19",2012,7.7
"F","FI1B",2012,6
"F","FI1C",2012,6.5
"F","FI1D",2012,8.5
"F","FI20",2012,NA
"F","FR10",2012,7.6
"F","FRB0",2012,10.7
"F","FRC1",2012,8.6
"F","FRC2",2012,9.1
"F","FRD1",2012,8.9
"F","FRD2",2012,9.9
"F","FRE1",2012,12.4
"F","FRE2",2012,10.9
"F","FRF1",2012,7.9
"F","FRF2",2012,10.6
"F","FRF3",2012,10.9
"F","FRG0",2012,9.1
"F","FRH0",2012,8.1
"F","FRI1",2012,9.6
"F","FRI2",2012,7.3
"F","FRI3",2012,9
"F","FRJ1",2012,14.9
"F","FRJ2",2012,8.7
"F","FRK1",2012,10.5
"F","FRK2",2012,8.1
"F","FRL0",2012,10.2
"F","FRM0",2012,NA
"F","FRY1",2012,25.2
"F","FRY2",2012,22.6
"F","FRY3",2012,26.1
"F","FRY4",2012,30.5
"F","FRY5",2012,NA
"F","HR03",2012,14
"F","HR04",2012,16.9
"F","HU10",2012,8.2
"F","HU11",2012,NA
"F","HU12",2012,NA
"F","HU21",2012,10.3
"F","HU22",2012,7.2
"F","HU23",2012,12.5
"F","HU31",2012,15.3
"F","HU32",2012,14.4
"F","HU33",2012,10.3
"F","IE01",2012,NA
"F","IE02",2012,NA
"F","IE04",2012,13.2
"F","IE05",2012,13.8
"F","IE06",2012,11.9
"F","IS00",2012,5.7
"F","ITC1",2012,10.5
"F","ITC2",2012,6.9
"F","ITC3",2012,10.2
"F","ITC4",2012,8.4
"F","ITF1",2012,13
"F","ITF2",2012,14.4
"F","ITF3",2012,22.3
"F","ITF4",2012,18.7
"F","ITF5",2012,14.4
"F","ITF6",2012,21.3
"F","ITG1",2012,20.5
"F","ITG2",2012,15.8
"F","ITH1",2012,4.8
"F","ITH2",2012,6.8
"F","ITH3",2012,7.7
"F","ITH4",2012,8.1
"F","ITH5",2012,7.8
"F","ITI1",2012,9.5
"F","ITI2",2012,11.2
"F","ITI3",2012,10.6
"F","ITI4",2012,11.9
"F","LT00",2012,11.6
"F","LT01",2012,NA
"F","LT02",2012,NA
"F","LU00",2012,5.9
"F","LV00",2012,14
"F","ME00",2012,20.2
"F","MK00",2012,30.3
"F","MT00",2012,7.2
"F","NL11",2012,8
"F","NL12",2012,6.2
"F","NL13",2012,7.5
"F","NL21",2012,5.9
"F","NL22",2012,6
"F","NL23",2012,7.9
"F","NL31",2012,5.9
"F","NL32",2012,5.7
"F","NL33",2012,7.2
"F","NL34",2012,4.3
"F","NL41",2012,5.7
"F","NL42",2012,5.4
"F","NO01",2012,2.4
"F","NO02",2012,2.2
"F","NO03",2012,3.2
"F","NO04",2012,2.8
"F","NO05",2012,2.5
"F","NO06",2012,2.6
"F","NO07",2012,2.4
"F","PL21",2012,11.7
"F","PL22",2012,10.7
"F","PL41",2012,10.9
"F","PL42",2012,10.6
"F","PL43",2012,9.9
"F","PL51",2012,11.6
"F","PL52",2012,10.5
"F","PL61",2012,13.8
"F","PL62",2012,12.3
"F","PL63",2012,10.6
"F","PL71",2012,11.3
"F","PL72",2012,13.7
"F","PL81",2012,10.4
"F","PL82",2012,14
"F","PL84",2012,9.7
"F","PL91",2012,NA
"F","PL92",2012,NA
"F","PT11",2012,16.8
"F","PT15",2012,16.9
"F","PT16",2012,12.7
"F","PT17",2012,15.8
"F","PT18",2012,16.7
"F","PT20",2012,13.5
"F","PT30",2012,14.8
"F","RO11",2012,4.4
"F","RO12",2012,9.1
"F","RO21",2012,3.4
"F","RO22",2012,8.4
"F","RO31",2012,9.1
"F","RO32",2012,5.9
"F","RO41",2012,4
"F","RO42",2012,5.5
"F","RS11",2012,NA
"F","RS12",2012,NA
"F","RS21",2012,NA
"F","RS22",2012,NA
"F","SE11",2012,6.8
"F","SE12",2012,8.4
"F","SE21",2012,7.5
"F","SE22",2012,9.2
"F","SE23",2012,7.2
"F","SE31",2012,8.4
"F","SE32",2012,7
"F","SE33",2012,6.8
"F","SI01",2012,NA
"F","SI02",2012,NA
"F","SI03",2012,10.6
"F","SI04",2012,8
"F","SK01",2012,5.8
"F","SK02",2012,13
"F","SK03",2012,15.5
"F","SK04",2012,19.9
"F","TR10",2012,13.6
"F","TR21",2012,9.9
"F","TR22",2012,5.8
"F","TR31",2012,18.8
"F","TR32",2012,7.9
"F","TR33",2012,3.9
"F","TR41",2012,9.6
"F","TR42",2012,11.6
"F","TR51",2012,12.1
"F","TR52",2012,6.5
"F","TR61",2012,9.2
"F","TR62",2012,11.2
"F","TR63",2012,7.7
"F","TR71",2012,5.5
"F","TR72",2012,6.6
"F","TR81",2012,7.3
"F","TR82",2012,5
"F","TR83",2012,5.8
"F","TR90",2012,3
"F","TRA1",2012,3.1
"F","TRA2",2012,2.2
"F","TRB1",2012,5.5
"F","TRB2",2012,3.6
"F","TRC1",2012,9
"F","TRC2",2012,NA
"F","TRC3",2012,16.1
"F","UKC1",2012,10.7
"F","UKC2",2012,6.8
"F","UKD1",2012,6
"F","UKD3",2012,8.5
"F","UKD4",2012,6
"F","UKD6",2012,5.5
"F","UKD7",2012,8.7
"F","UKE1",2012,8.1
"F","UKE2",2012,4
"F","UKE3",2012,8.8
"F","UKE4",2012,8.7
"F","UKF1",2012,8
"F","UKF2",2012,7.7
"F","UKF3",2012,7.4
"F","UKG1",2012,4
"F","UKG2",2012,6.3
"F","UKG3",2012,11.3
"F","UKH1",2012,5.8
"F","UKH2",2012,6.6
"F","UKH3",2012,7.2
"F","UKI1",2012,NA
"F","UKI2",2012,NA
"F","UKI3",2012,5.4
"F","UKI4",2012,10.5
"F","UKI5",2012,10.1
"F","UKI6",2012,6.8
"F","UKI7",2012,10.5
"F","UKJ1",2012,6.3
"F","UKJ2",2012,6.2
"F","UKJ3",2012,6.3
"F","UKJ4",2012,7.9
"F","UKK1",2012,5.4
"F","UKK2",2012,4.2
"F","UKK3",2012,3.7
"F","UKK4",2012,6.2
"F","UKL1",2012,8.5
"F","UKL2",2012,7.9
"F","UKM2",2012,7.6
"F","UKM3",2012,8.1
"F","UKM5",2012,5
"F","UKM6",2012,5.5
"F","UKM7",2012,NA
"F","UKM8",2012,NA
"F","UKM9",2012,NA
"F","UKN0",2012,5.2
"M","AT11",2012,4.3
"M","AT12",2012,4.5
"M","AT13",2012,9.9
"M","AT21",2012,4.9
"M","AT22",2012,3.7
"M","AT31",2012,3.3
"M","AT32",2012,2.9
"M","AT33",2012,2.5
"M","AT34",2012,3.5
"M","BE10",2012,17.9
"M","BE21",2012,5.6
"M","BE22",2012,4.2
"M","BE23",2012,3.8
"M","BE24",2012,4.6
"M","BE25",2012,3.9
"M","BE31",2012,6.2
"M","BE32",2012,11.9
"M","BE33",2012,11.5
"M","BE34",2012,7.7
"M","BE35",2012,7
"M","BG31",2012,13.3
"M","BG32",2012,16.7
"M","BG33",2012,19.1
"M","BG34",2012,12.6
"M","BG41",2012,9
"M","BG42",2012,15.7
"M","CH01",2012,7.3
"M","CH02",2012,3.4
"M","CH03",2012,4.6
"M","CH04",2012,3.3
"M","CH05",2012,3.4
"M","CH06",2012,2.5
"M","CH07",2012,6.8
"M","CY00",2012,12.5
"M","CZ01",2012,2.9
"M","CZ02",2012,3.8
"M","CZ03",2012,4.2
"M","CZ04",2012,9
"M","CZ05",2012,7
"M","CZ06",2012,6.6
"M","CZ07",2012,6.4
"M","CZ08",2012,8.5
"M","DE11",2012,3.2
"M","DE12",2012,4.2
"M","DE13",2012,3
"M","DE14",2012,2.4
"M","DE21",2012,2.6
"M","DE22",2012,3.2
"M","DE23",2012,3
"M","DE24",2012,3.6
"M","DE25",2012,3.5
"M","DE26",2012,2.9
"M","DE27",2012,2.8
"M","DE30",2012,11.4
"M","DE40",2012,8.3
"M","DE50",2012,7.4
"M","DE60",2012,5.7
"M","DE71",2012,4.9
"M","DE72",2012,4.8
"M","DE73",2012,5.1
"M","DE80",2012,11.3
"M","DE91",2012,6.2
"M","DE92",2012,5.7
"M","DE93",2012,4.2
"M","DE94",2012,4.6
"M","DEA1",2012,7.1
"M","DEA2",2012,6
"M","DEA3",2012,5.4
"M","DEA4",2012,4.9
"M","DEA5",2012,7
"M","DEB1",2012,4.1
"M","DEB2",2012,NA
"M","DEB3",2012,4.1
"M","DEC0",2012,6.2
"M","DED2",2012,7.5
"M","DED4",2012,7.7
"M","DED5",2012,10
"M","DEE0",2012,9.3
"M","DEF0",2012,5.5
"M","DEG0",2012,6.8
"M","DK01",2012,8
"M","DK02",2012,6.8
"M","DK03",2012,7.7
"M","DK04",2012,6.9
"M","DK05",2012,8
"M","EE00",2012,10.9
"M","EL30",2012,24.6
"M","EL41",2012,17.3
"M","EL42",2012,11.9
"M","EL43",2012,18.4
"M","EL51",2012,21.2
"M","EL52",2012,22.9
"M","EL53",2012,24.7
"M","EL54",2012,19.2
"M","EL61",2012,16.5
"M","EL62",2012,10.7
"M","EL63",2012,22.3
"M","EL64",2012,22.5
"M","EL65",2012,15
"M","ES11",2012,20.8
"M","ES12",2012,21.9
"M","ES13",2012,18.1
"M","ES21",2012,15.5
"M","ES22",2012,16.7
"M","ES23",2012,19.1
"M","ES24",2012,17.7
"M","ES30",2012,19.1
"M","ES41",2012,18
"M","ES42",2012,25.8
"M","ES43",2012,30.9
"M","ES51",2012,23.2
"M","ES52",2012,27.4
"M","ES53",2012,22.4
"M","ES61",2012,33.4
"M","ES62",2012,27.8
"M","ES63",2012,29.3
"M","ES64",2012,22.7
"M","ES70",2012,31.9
"M","FI19",2012,8.6
"M","FI1B",2012,6.5
"M","FI1C",2012,8.4
"M","FI1D",2012,10.4
"M","FI20",2012,NA
"M","FR10",2012,8.5
"M","FRB0",2012,10.9
"M","FRC1",2012,8.9
"M","FRC2",2012,8.9
"M","FRD1",2012,8.7
"M","FRD2",2012,11.8
"M","FRE1",2012,13.6
"M","FRE2",2012,10.3
"M","FRF1",2012,9
"M","FRF2",2012,10.9
"M","FRF3",2012,12.4
"M","FRG0",2012,7.7
"M","FRH0",2012,7.9
"M","FRI1",2012,9.3
"M","FRI2",2012,6.2
"M","FRI3",2012,7.6
"M","FRJ1",2012,15
"M","FRJ2",2012,8
"M","FRK1",2012,9.7
"M","FRK2",2012,8
"M","FRL0",2012,9
"M","FRM0",2012,NA
"M","FRY1",2012,20.5
"M","FRY2",2012,19.3
"M","FRY3",2012,18.7
"M","FRY4",2012,26.8
"M","FRY5",2012,NA
"M","HR03",2012,15.3
"M","HR04",2012,16.2
"M","HU10",2012,10.6
"M","HU11",2012,NA
"M","HU12",2012,NA
"M","HU21",2012,9.5
"M","HU22",2012,7.8
"M","HU23",2012,11.7
"M","HU31",2012,16.7
"M","HU32",2012,13.6
"M","HU33",2012,10.2
"M","IE01",2012,NA
"M","IE02",2012,NA
"M","IE04",2012,17.7
"M","IE05",2012,18.7
"M","IE06",2012,16.9
"M","IS00",2012,6.3
"M","ITC1",2012,8.1
"M","ITC2",2012,7.2
"M","ITC3",2012,6.3
"M","ITC4",2012,6.7
"M","ITF1",2012,9.4
"M","ITF2",2012,10.4
"M","ITF3",2012,17.5
"M","ITF4",2012,14.1
"M","ITF5",2012,14.6
"M","ITF6",2012,18.2
"M","ITG1",2012,17.2
"M","ITG2",2012,15.1
"M","ITH1",2012,3.5
"M","ITH2",2012,5.5
"M","ITH3",2012,5.5
"M","ITH4",2012,5.7
"M","ITH5",2012,6.3
"M","ITI1",2012,6.5
"M","ITI2",2012,8
"M","ITI3",2012,7.8
"M","ITI4",2012,9.6
"M","LT00",2012,15.2
"M","LT01",2012,NA
"M","LT02",2012,NA
"M","LU00",2012,4.5
"M","LV00",2012,16.2
"M","ME00",2012,19.8
"M","MK00",2012,31.5
"M","MT00",2012,5.6
"M","NL11",2012,6.1
"M","NL12",2012,6.6
"M","NL13",2012,5.4
"M","NL21",2012,5.3
"M","NL22",2012,4.7
"M","NL23",2012,6.8
"M","NL31",2012,4.5
"M","NL32",2012,5.2
"M","NL33",2012,6.7
"M","NL34",2012,2.8
"M","NL41",2012,5
"M","NL42",2012,5.4
"M","NO01",2012,3.9
"M","NO02",2012,3.7
"M","NO03",2012,3.8
"M","NO04",2012,2.6
"M","NO05",2012,3.2
"M","NO06",2012,4
"M","NO07",2012,4
"M","PL21",2012,9.3
"M","PL22",2012,8.4
"M","PL41",2012,6.7
"M","PL42",2012,11.2
"M","PL43",2012,8.3
"M","PL51",2012,10.7
"M","PL52",2012,8.6
"M","PL61",2012,10.3
"M","PL62",2012,10
"M","PL63",2012,8.7
"M","PL71",2012,10.8
"M","PL72",2012,12.7
"M","PL81",2012,10.6
"M","PL82",2012,12.7
"M","PL84",2012,8.8
"M","PL91",2012,NA
"M","PL92",2012,NA
"M","PT11",2012,15.3
"M","PT15",2012,18.3
"M","PT16",2012,10.8
"M","PT17",2012,19.3
"M","PT18",2012,15.3
"M","PT20",2012,16.3
"M","PT30",2012,19.5
"M","RO11",2012,4.7
"M","RO12",2012,9.8
"M","RO21",2012,4.9
"M","RO22",2012,10
"M","RO31",2012,9.8
"M","RO32",2012,7
"M","RO41",2012,7.8
"M","RO42",2012,4.9
"M","RS11",2012,NA
"M","RS12",2012,NA
"M","RS21",2012,NA
"M","RS22",2012,NA
"M","SE11",2012,6.8
"M","SE12",2012,8.7
"M","SE21",2012,7.3
"M","SE22",2012,9.5
"M","SE23",2012,8.2
"M","SE31",2012,8.8
"M","SE32",2012,9.7
"M","SE33",2012,8.5
"M","SI01",2012,NA
"M","SI02",2012,NA
"M","SI03",2012,9.3
"M","SI04",2012,7.3
"M","SK01",2012,5.6
"M","SK02",2012,10
"M","SK03",2012,16.7
"M","SK04",2012,18.2
"M","TR10",2012,9.6
"M","TR21",2012,4.5
"M","TR22",2012,3.9
"M","TR31",2012,10.6
"M","TR32",2012,5.8
"M","TR33",2012,4.1
"M","TR41",2012,5.1
"M","TR42",2012,7.7
"M","TR51",2012,6.8
"M","TR52",2012,4.4
"M","TR61",2012,6.3
"M","TR62",2012,8.2
"M","TR63",2012,9.6
"M","TR71",2012,6.4
"M","TR72",2012,7.6
"M","TR81",2012,6
"M","TR82",2012,4.2
"M","TR83",2012,4.5
"M","TR90",2012,6.7
"M","TRA1",2012,6.5
"M","TRA2",2012,8
"M","TRB1",2012,5.9
"M","TRB2",2012,8.8
"M","TRC1",2012,11
"M","TRC2",2012,6.7
"M","TRC3",2012,19.1
"M","UKC1",2012,12.2
"M","UKC2",2012,10.9
"M","UKD1",2012,6.7
"M","UKD3",2012,11.3
"M","UKD4",2012,9.3
"M","UKD6",2012,6.3
"M","UKD7",2012,10.6
"M","UKE1",2012,11.1
"M","UKE2",2012,5.9
"M","UKE3",2012,11.8
"M","UKE4",2012,10
"M","UKF1",2012,8.5
"M","UKF2",2012,6.4
"M","UKF3",2012,9.4
"M","UKG1",2012,5.7
"M","UKG2",2012,7
"M","UKG3",2012,12
"M","UKH1",2012,7
"M","UKH2",2012,6.2
"M","UKH3",2012,7.5
"M","UKI1",2012,NA
"M","UKI2",2012,NA
"M","UKI3",2012,7.9
"M","UKI4",2012,10.8
"M","UKI5",2012,9
"M","UKI6",2012,7.7
"M","UKI7",2012,8.2
"M","UKJ1",2012,5.1
"M","UKJ2",2012,5.5
"M","UKJ3",2012,6.4
"M","UKJ4",2012,8.1
"M","UKK1",2012,6.7
"M","UKK2",2012,5.9
"M","UKK3",2012,7.1
"M","UKK4",2012,5.5
"M","UKL1",2012,9.7
"M","UKL2",2012,7.3
"M","UKM2",2012,7.6
"M","UKM3",2012,10.1
"M","UKM5",2012,4.5
"M","UKM6",2012,10.4
"M","UKM7",2012,NA
"M","UKM8",2012,NA
"M","UKM9",2012,NA
"M","UKN0",2012,9.3
"T","AT11",2012,4.6
"T","AT12",2012,4.6
"T","AT13",2012,8.9
"T","AT21",2012,5
"T","AT22",2012,4
"T","AT31",2012,3.3
"T","AT32",2012,2.9
"T","AT33",2012,2.8
"T","AT34",2012,4
"T","BE10",2012,17.4
"T","BE21",2012,5.3
"T","BE22",2012,4.7
"T","BE23",2012,4.1
"T","BE24",2012,4.4
"T","BE25",2012,3.9
"T","BE31",2012,7
"T","BE32",2012,12.1
"T","BE33",2012,10.7
"T","BE34",2012,7.6
"T","BE35",2012,7.3
"T","BG31",2012,12.3
"T","BG32",2012,14.3
"T","BG33",2012,18.2
"T","BG34",2012,11.9
"T","BG41",2012,8.2
"T","BG42",2012,13.8
"T","CH01",2012,7.1
"T","CH02",2012,3.9
"T","CH03",2012,4.5
"T","CH04",2012,3.8
"T","CH05",2012,3.5
"T","CH06",2012,2.8
"T","CH07",2012,7.4
"T","CY00",2012,11.8
"T","CZ01",2012,3.1
"T","CZ02",2012,4.6
"T","CZ03",2012,5.3
"T","CZ04",2012,10.7
"T","CZ05",2012,8
"T","CZ06",2012,7.6
"T","CZ07",2012,7.5
"T","CZ08",2012,9.5
"T","DE11",2012,3.4
"T","DE12",2012,4
"T","DE13",2012,2.8
"T","DE14",2012,2.7
"T","DE21",2012,2.7
"T","DE22",2012,3.3
"T","DE23",2012,3.2
"T","DE24",2012,3.3
"T","DE25",2012,3.7
"T","DE26",2012,3.4
"T","DE27",2012,3.2
"T","DE30",2012,10.4
"T","DE40",2012,8.2
"T","DE50",2012,6.6
"T","DE60",2012,5.3
"T","DE71",2012,4.8
"T","DE72",2012,5
"T","DE73",2012,4.5
"T","DE80",2012,10.8
"T","DE91",2012,5.5
"T","DE92",2012,5.4
"T","DE93",2012,4.4
"T","DE94",2012,4.3
"T","DEA1",2012,6.5
"T","DEA2",2012,5.4
"T","DEA3",2012,4.9
"T","DEA4",2012,4.7
"T","DEA5",2012,6.6
"T","DEB1",2012,4
"T","DEB2",2012,2.7
"T","DEB3",2012,4.3
"T","DEC0",2012,6.2
"T","DED2",2012,7.5
"T","DED4",2012,7.9
"T","DED5",2012,9.5
"T","DEE0",2012,9.5
"T","DEF0",2012,5
"T","DEG0",2012,7.2
"T","DK01",2012,8.2
"T","DK02",2012,6.4
"T","DK03",2012,7.9
"T","DK04",2012,6.8
"T","DK05",2012,7.9
"T","EE00",2012,10
"T","EL30",2012,25.8
"T","EL41",2012,21.8
"T","EL42",2012,15.4
"T","EL43",2012,22.3
"T","EL51",2012,22.8
"T","EL52",2012,26.2
"T","EL53",2012,29.7
"T","EL54",2012,22.5
"T","EL61",2012,22.6
"T","EL62",2012,14.7
"T","EL63",2012,25.6
"T","EL64",2012,27.9
"T","EL65",2012,19.2
"T","ES11",2012,20.5
"T","ES12",2012,21.8
"T","ES13",2012,17.8
"T","ES21",2012,15.6
"T","ES22",2012,16.2
"T","ES23",2012,20.6
"T","ES24",2012,18.7
"T","ES30",2012,18.5
"T","ES41",2012,19.8
"T","ES42",2012,28.6
"T","ES43",2012,33.1
